Year,S. No,Project Registration No.,Name & Address of Promoter,Project Details & Address,Approval Details,Project Completion Date,Other Details Links,Current Status of Project
2025,385,TNRERA/29/BLG/0385/2025 dated 18-11-2025,"M/s.AANIRUDH FLAT PROMOTERS PVT LTD, Plot No.NO: 4/10,, 10th STREET, LAKSHMI NAGAR, NANGANALLUR Village , CHENNAI - 600061, Chennai, Tamil Nadu-600061.
 
                                                                 Vijay Sivaraman, Plot No.NO: 4/10,, 10th STREET, LAKSHMI NAGAR, NANGANALLUR Village , CHENNAI - 600061, Chennai, Tamil Nadu-600061.
 
                                                                 Ramya Sundar & Radhika Venkatesan, 10th STREET, LAKSHMI NAGAR, CHENNAI, Chennai, Tamil Nadu-600061.","Project Name: AANIRUDH ANNAPOORNA KAMAKSHI Registration of Stilt floor + 3 floors + 4th floor (Part) + 5th floor (Part) Residential Building with 20 dwelling units at Plot No.13 & 14, New Door No.1, Old Door No.13 & 14, Mahalingam Street and V.V. Koil Street, Chinmaya Nagar Stage I, Koyambedu, Chennai District Comprised in Old S.No.106/2 andT.S.No.7/1, Block No.82 of Koyambedu Village within the limits of Greater Chennai Corporation, Chennai District.",CMDA issued Planning Permission No: OL-PP/NHRB/0321/2025 in Lr No: CMDA/PP/NHRB/C/0402/2025 dated 09.08.2025. Greater Chennai Corporation issued building permission in Lr No: CEBA/WDCN10/00368/2025 dated 28.08.2025.,22.09.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/3d6c4f00-8a35-11f0-9724-8d5b0eb68032, https://rera.tn.gov.in/public-view2/building/pfirm/f51e4e10-8a39-11f0-9250-55cdca9af031",
2025,386,TNRERA/29/BLG/0386/2025 dated 21-11-2025,"M/s.ANIRUDH FOUNDATION Pvt.Ltd, Plot No.4/10, LAKSHMI NAGAR,  10th STREET, NANGANALLUR Village , CHENNAI, Chennai, Tamil Nadu-600061.
 
                                                                 K BANUMATHI R ASHOK UMA SHALININARAYANAN USHASRINIVASAN R RAMAKRISHNAN M RUKMANIKALA M ADITHYA P R NARAYANAN J R THILIPKUMAR J T PORSELVI PAVULURISYLENDRA T P AMIRTHA  S SRIMATHYSREEJITHA B AKILA SHEETAL RAMESH, Plot No.4/10, LAKSHMI NAGAR,  10th STREET, NANGANALLUR Village , CHENNAI, Chennai, Tamil Nadu-600061.","Project Name: AANIRUDH'S NARMADA Registration for  Stilt Floor + 4 Floors + 5th Floor Part (Height 18.30 m) Residential Building with 19 dwelling units availing Premium FSI with TOD benefit at New Door No. 23, Old Door No. 19, Motilal Street, T. Nagar, Chennai – 600 017, comprised in Old S.No. 144/1 & 144/2, New R.S. No. 143/1 & 3 (Pt) and T.S. No:5998, Block No. 133 of T.Nagar village, Chennai District.","CMDA issued Planning permission No. OL-PP/NHRB/0304/2025 in Letter No. CMDA/PP/NHRB/C/0202/2025, Dated 29/07/2025. GCC issued building permission in Letter No. CEBA/WDCN10/00345/2025, DATED: 13/08/2025, Dated 13/08/2025.",22.09.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/963443e0-7cb1-11f0-a224-1b09d2eba372, https://rera.tn.gov.in/public-view2/building/pfirm/4e9bc240-7cb8-11f0-a3ba-136e928f322c",
2025,387,TNRERA/29/BLG/0387/2025 dated 21-11-2025,"Baashyaam Constructions Private Limited, Door No.87, GN Chetty Road, T Nagar, Chennai, Tamil Nadu-600017.","Project Name: THE EDGE Registration for High Rise Building (HRB) consisting of Extended Double Basement Floor (Parking) + Stilt Floor Part (Parking) / Ground Floor Part (Double Height Lobby, Waiting Room, Meter Room + 1st Floor (Residential + Multipurpose Hall & Indoor Games) + 2nd Floor to 9th Floor +10th Floor part (Gym & Dress change Room) & Open Swimming Pool at Terrace floor level of Residential Building with 15 Dwelling Units availing Premium FSI with TOD Benefit at Plot No. 1A, 1B & 1C, Old Door No.30, New Door No. 14, Padmavathy Thayar Street, Gopalapuram, Chennai - 600086 comprised in R.S No.67/130, Block No.4, of Mylapore Village, Mylapore Taluk within the Limits of Greater Chennai Corporation, Chennai District.","CMDA issued Planning Permission No.  OL-PP/HRB/0037/2025 in Letter No. CMDA/PP/HRB/S/0689/2024, Dated 04/09/2025. Greater Chennai Corporation issued Building Permission in Letter No. CEBA/WDCN09/00442/2025, Dated 22/10/2025.",03.09.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/37297020-b584-11f0-b8fe-6d1008fd76d6, https://rera.tn.gov.in/public-view2/building/pfirm/3723eb50-b589-11f0-afa0-1971895291d8",
2025,388,TNRERA/29/BLG/0388/2025 dated 21-11-2025,"MP DEVELOPERS AND CONSTRUCTIONS PRIVATE LIMITED, Chidambaranathan street, PALLAVARAM, Chengalpattu, Tamil Nadu-600043.","Project Name: MP MAVIS Registration for Stilt floor (Parking)+ 5 floors(Height -18.30m) Residential Building with 70 dwelling units (Indoor Games at 1st floor, Yoga & Gym at2nd floor ) Affordable Housing at 3rd Main Road Extension, Kurnji nagar, Perungalathur Comprised in Old S.No. 97 & 99/1B and As per Patta S.Nos. 97/1,97/2, 97/3 & 99/1B1B of Perungalathur village within the limits of Tambaram Municipal Corporation Chennai District.","CMDA  issued planning permission in P.P.No.OL-PP/NHRB/0333/2025 letter No.CMDA/PP/NHRB/S/0152/2025 Dated 21-08-2025. The Commissioner, Tambaram Corporation  issued building permission in Letter No. 009/CP/25-26/0082295 Dated 11/10/2025.",19.08.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/780d7cc0-b4b5-11f0-a79b-2d7239508f8e, https://rera.tn.gov.in/public-view2/building/pfirm/b9a85880-b4c4-11f0-96e1-a78ed027d5e5",
2025,389,TNRERA/29/BLG/0389/2025 dated 21-11-2025,"M/s. URBANRISE CLOVER LAND PRIVATE LIMITED, Door No.36/1, Gandhi Mandapam Road, Chitra Nagar, Kotturpuram, Chennai - 600 085, Chennai, Tamil Nadu-","Project Name: Whispers of sky Registration for Registration for High Rise Group Development (HRB) consisting of Combined Extended Double Basement Floor for 3 Blocks; Block 01: Stilt Floor (Double height Lobby, Meter Room, Parking)+ 1st Floor to 24 Floors with 95 Dwelling Units; Block 02 consisting of Tower A : Stilt Floor + 1st Floor to 24 Floors with 311 Dwelling Units & Tower B : Stilt Floor + 1st Floor to 20 Floors with 217 Dwelling Units (Totally 623 Dwelling Units) – Residential Building & Block 03: Ground Floor (Shop, Reception, Association Room & Meeting Room) + 3 Floors (Incidental Activities) + 4th Floor Part (Open Swimming Pool, Kids Pool, Change Room) – Club House comprised in Survey Nos. 740 & 742/1A of Sholinganallur Village, Sholinganallur Taluk, Chennai District.","CMDA issued Planning Permission No.OL-PP/HRB/0040/2025 in Letter RC No. CMDA/PP/HRB/S/0749/2024, dated 26/09/2025.  The Executive Engineer (T.P), Greater Chennai Corporation has issued Building Permission in Letter RC No. CEBA/WDCN15/00437/2025, dated 10/10/2025.",30.09.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/f3999de0-a673-11f0-beab-11129ace44bb, https://rera.tn.gov.in/public-view2/building/pfirm/b80e6220-b579-11f0-a73e-1340b42d1ef0",
2025,390,TNRERA/29/BLG/0390/2025 dated 27-11-2025,"M/s.T&M ASSETS PRIVATE LIMITED, Door No.102, Luz Chruch Road, Mylapore, Chennai, Tamil Nadu-600004.","Project Name: MERIDIAN Registration for Additional construction of (Escalator) to the Existing Earlier Approved Basement Floor + Ground Floor + 3 Floors (Height- 18.30m) Commercial Building (Office) at Plot No.2, 3, 4 & 5 (in CMDA Approved Sub-division PPD/L.O.No.37/2022), MMRD Road, Kovilambakkam, Chennai Comprised in S.Nos.45/2A2, 45/2A3, 45/5A1, 45/5A2, 45/5A3, 45/5A4, 45/5B, 45/6B1B, 45/7B & 46/1B of Kovilambakkam Village within the limit of St. Thoams Mount Panchayat Union, Chennai District.","The CMDA issued planning permission No.OL-PP/NHRB/0370/2025 in Letter No. CMDA/PP/NHRB/S/0438/2025 dated 26/09/2025. The President, Kovilambakkam Village Panchayat issued building permission in Letter No.CMDA/PP/NHRB/S/0438/2025 dated 30/10/2025.",31.03.2026,"https://rera.tn.gov.in/public-view1/building/pfirm/d464ed50-bc6f-11f0-a339-a55ae5436150, https://rera.tn.gov.in/public-view2/building/pfirm/8407eab0-bc74-11f0-8d13-6dfaad105f83",
2025,391,TNRERA/29/BLG/0391/2025 dated 27-11-2025,"M/s.SILVERSKY BUILDERS LLP, Flat No.52, Puzhal Ambattur Road, Puzhal Village , Chennai - 600066, Chennai, Tamil Nadu-","Project Name: SILVERSKY-MADHAVARAM-THE SPRINGS COURTYARD Registration for Stilt Floor Parking/ Ground Floor Part Indoor Games + 5 Floors Residential Building, 18.30m-Height with (314 Dwelling units) Availing Premium FSI (1st Floor - 61 Dwelling units, Swimming pool, Kids Play Area, Indoor Games, Video Games, Association Room and Meditation Room + 2 nd Floor- 61 Dwelling units, Home Theatre, GYM, Kids Play Area, Yoga, AV Room, and Association Room + 3rd to 5th Floor - Each floor 64 Dwelling units) at Puzhal Village, Chennai, Comprised in S.No.31, 32, 33, and S. No: 34 of Puzhal Village within the limits of Greater Chennai Corporation, Chennai District.",CMDA issued planning permission No.OL-PP/NHRB/0246/2025 in Lr No: CMDA/PP/NHRB/N/0728/2024 dated 27/06/2025. Greater Chennai Corporation approved the layout in Lr No: CEBA/WDCN03/00303/2025 dated 30/07/2025.,31.08.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/31d1ef60-93e4-11f0-9485-a3b691b5dc8c, https://rera.tn.gov.in/public-view2/building/pfirm/2ed4b2d0-93ea-11f0-971b-edcadd18a093",
2025,392,TNRERA/29/BLG/0392/2025 dated 27-11-2025,"Ms GREEN HOMES rep by its Proprietor Mr M SUDHAKAR, 2) Mr R VIGNESH RAM, No.2/201, 1st Street, Ragava Nagar, Moovarasampet,, Chennai - 600091, Chennai, Tamil Nadu-","Project Name: GREEN SAI NIVAS Registration for Stilt floor + 4 floors + 5th floor (part) (Height - 18.30m) Residential Building with 20 dwelling units at Plot No.22 & 23, Joseph 2nd Street, Nehru Nagar (Joseph Nagar), Pazhavanthangal, Chennai 600114 Comprised in Old.S.No.51/6 and T.S.No.52/3 & 52/4, Block No.5, Ward-B of Nanganallur Village, Alandur Taluk, Chennai District.",CMDA isssued Planning Permission No: OL-PP/NHRB/0209/2025 in Lr No: CMDA/PP/NHRB/S/0319/2024 dated 06.06.2025. Greater Chennai Corporation issued building permission in Lr No: CEBA/WDCN12/00317/2025 dated 30.07.2025.,31.08.2030,"https://rera.tn.gov.in/public-view1/building/pindividiual/9ad6e2a0-8197-11f0-922e-dd970469d253, https://rera.tn.gov.in/public-view2/building/pindividiual/557ebba0-81ab-11f0-bdcf-eda5ebbbcdac",
2025,393,TNRERA/29/BLG/0393/2025 dated 27-11-2025,"M/s.Ascendant Realty LLP, Door No.Old No.195. New No.82, St.Marys Road, Alwarpet Village , Chennai-600018, Chennai, Tamil Nadu-","Project Name: Bhargavi Apartments Registration for developer share of Flat No. First Floor-Rear, Fifth Floor-Front, Fifth Floor-Rear (3 Flats)  out of approved Stilt +5 Floors Residential Building with 15 dwelling units Comprised in R.S.No. 3631/17, Block No:72 Mylapore Village, Mylapore Taluk, Chennai District.",CMDA Planning Permission No: OL-PP/NHRB/0214/2025  issued in Lr  No: CMDA/PP/NHRB/S/0939/2024 dated 11.06.2025.Greater Chennai Corporation issued building permission No: CEBA/WDCN09/00264/2025 dated 23.06.2025.,30.09.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/1a215ee0-9b65-11f0-b404-5fc6db438863, https://rera.tn.gov.in/public-view2/building/pfirm/19db32c0-9dc3-11f0-a73e-098cc39e249c",
2025,394,TNRERA/7/BLG/0394/2025 dated 27-11-2025,"RAJENDRAN J, Door No.352/110A, M G Road, New Fairlands, Salem, Tamil Nadu-636106.","Project Name: KING PALACE APARTMENT Registration for Stilt Floor + 5 Floors Residential Building with 135 Dwelling Units at Ward -J, Block-39 comprised in T.S No. 4/2B, 4/3, 4/4, 4/5, 4/6, 4/7 of Kumarasamipatti Village, Salem Taluk, Salem District.","Assistant Director, T&CP, Salem, issued Planning Permission No. 103 / 2025 in Application No. SWP/BPA/400440/2024, Dated 18/08/2025. The Commissioner, Salem Corporation, issued Building Permission in Letter No. 049/BPA/2025/00353, Dated 24/10/2025.",30.09.2030,"https://rera.tn.gov.in/public-view1/building/pindividiual/6a74cec0-c511-11f0-8d92-dd44777dfc19, https://rera.tn.gov.in/public-view2/building/pindividiual/30e6d610-c514-11f0-a5e3-25cffb9b8426",
2025,395,TNRERA/29/BLG/0395/2025 dated 27-11-2025,"M/s. GMS MAHA SHELTERS PRIVATE LIMITED, Door No.New H - 98/1, Periyar Nagar, Erode - 638001, Erode, Tamil Nadu-","Project Name: THULIR BY NIRAI Registration for Stilt Floor (Parking) + 5 Floors Residential Building (18.30m Height) with 10 Dwelling Units availing with Premium FSI at Plot No. 2936, AL Block, 14th Main Road comprised in Old Survey No. 114/2 Part, Town Survey No. 213, Block No. 9-B, Ward No.1 of Naduvakkarai Village, Aminjikarai Taluk, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0392/2025 in Letter No. CMDA/PP/NHRB/N/0497/2025, dated 06/10/2025. The Executive Engineer (T.P), Greater Chennai Corporation has issued Building Permission in Letter RC No. CEBA/WDCN08/00445/2025, dated 03/11/2025.",04.10.2033,"https://rera.tn.gov.in/public-view1/building/pfirm/ca686230-c46a-11f0-96b5-1f1606bc939c, https://rera.tn.gov.in/public-view2/building/pfirm/4f7fb490-c46f-11f0-b33f-e7cd64f6b641",
2025,396,TNRERA/35/BLG/0396/2025 dated 27-11-2025,"M/s. Vikaan Shelters, Flat No.S4 , Sai Siddhi, Plot No.2, Thiruvin Nagar, Kovilambakkam, Chengalpattu, Tamil Nadu-600  129.","Project Name: Sai Harmony Registration for Stilt Floor + 4 Floors + 5th Floor (Part) Residential Building with 19 dwelling units at  Plot No.18 (Pt) & 19 , EVR Periyar Street , Kovilambakkam , Chennai 600 129. Comprised in Old S.Nos.146/1F2 , 150/1 , 151/1A2 , New S.Nos.151/1A2A , 151/1A2B of  Kovilambakkam  Village , Tambaram  Taluk , Chengalpattu District.","The  Assistant  Planner , CMDA , Chennai  has issued planning permission vide letter No. CMDA/PP/NHRB/S/0442/2025 dated 21.07.2025. The Executive Office , Kovilambakkam Viilage Panchayat has issued building permission vide letter No. CMDA/PP/NHRB/S/0442/2025  dated 30.10.2025.",31.08.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/fd93f4d0-8fc2-11f0-9fc8-11f141b2e6e1, https://rera.tn.gov.in/public-view2/building/pfirm/5f7ece90-8fdd-11f0-8b6f-9b716b6e32b4",
2025,397,TNRERA/1/BLG/0397/2025 dated 27-11-2025,"M/s. Evita Constructions  Private  Limited, THRIVENI ACADEMY, THRIVENI NAGAR, VADAKAPATTU, Kancheepuram, Tamil Nadu-603  204.","Project Name: PARK VILLE Registration for Stilt Floor + 13 Floors with 180 dwelling units at Approved layout No.2/2018 and revised layout No.113/2023 (Kalyana mandapam site has been converted to residential site). Comprised in S.Nos. 53/1A1 , 59/1E , 59/2B4 , 59/2C , 59/3E , 59/6A , 60/2E1 , 64/1C  of  Vadakkupattu - A  Village , Kundrathur  Taluk , Kancheepuram District.","The  Deputy  Director , T&CP , Kancheepuram District  has issued planning permission vide letter No. SWP/BPA/0125870/2024  dated   20.02.2025. The  President , Vadakkupattu  Village  Panchayat has issued building permission vide letter No. 005  dated 28.06.2025",31.01.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/40b9e520-904a-11f0-b24e-230a8c9434dc, https://rera.tn.gov.in/public-view2/building/pfirm/9ee246f0-9051-11f0-9cd6-690339dcc9c8",
2025,398,TNRERA/35/BLG/0398/2025 dated 27-11-2025,"M/s. KAIRAV DEVELOPERS LIMITED, Project Swarang, Nemeli Village, Thiruporur Taluk, Chengelpet 603104, Tamil Nadu, Chengelpet-603104, Chengalpattu, Tamil Nadu-","Project Name: ASHIANA SWARANG PHASE III Registration for Block-8; Stilt Cum Ground Floor + First Floor to 4th Floor + 5th Floor(Pt) with 77 Dwelling Units, Block-9; Stilt Cum Ground Floor + First Floor to 4th Floor+ 5th Floor (Pt) with 40 Dwelling Units, Block-10; Stilt Cum Ground Floor + First Floor  to 4th Floor + 5th Floor (Pt) with 20 Dwelling Units (Total No. of dwelling units 137) out of approved 13 Residential Blocks +1 Block for Temple) with total 471 Dwelling units Comprised in Survey Nos. 101/1A, 1B, 2, 3A, 3B, 102/1A, 1B, 2, 103, 104/1A, 1B, 1C, 1D, 1E1, 1E2, 2A, 2B, 2C, 3A, 3B, 105/1A, 1B, 2A, 2B1, 2B2, 2C1, 2C2, 3A, 3B, 4A1, 4A2, 4B1, 4B2, 4C1, 4C2, 4C3A, 4C3B, 4C4, 5A, 5B, 116/1A2, 1B2, 1C2Pt, 2BPt, 3Ap, 3B, 3CPt, 3DPt, 4Pt, 5Apt, 5BPt, 5CPt, 6Pt, 117/1A, 1B, 1C, 2A, 2B, 2C, 118/1, 2A, 2B, 2C, 2D, 3A, 3B; 119/2A, 2B1, 2B2, 2B3, 2B4, 2C, 2D, 2E; 120; 121/1A, 1B, 1C, 1D, 2, 3A, 3B, 3C, 3D, 4A, 4B, and 122/1A1B, Nemmeli Village/Panchayat, Tiruporur Taluk, Chengalpet District.","The Assistant Director, issued Planning Permission Online Application No. SWP/BPA/0008002/2023 Dt:04.10.2023. The President, Nemmeli  Village Panchayat, Thiruporur Taluk, Chengalpattu District issued Building Permission No.53/2023 dt:16.11.2023.",15.06.2029,"https://rera.tn.gov.in/public-view1/building/pfirm/b0265390-a59a-11f0-91f0-53c33e1eeef4, https://rera.tn.gov.in/public-view2/building/pfirm/f4b03a30-a68b-11f0-90d8-7beba217f22c",
2025,399,TNRERA/29/BLG/0399/2025 dated 27-11-2025,"M/s.Innovative Homes & Developers Pvt. Ltd., Radhakrishnan, Shashikala, Meenakshi Ammal Trust, Sabhari Shankar, Seethalakshmi, Wondersoft Private Limited, 1st floor, Bharathi nagar 2nd street, T.Nagar, Chennai - 600017, Chennai, Tamil Nadu-","Project Name: Innovative's 3 Block Registration for Stilt Floor + 5 Floors  Residential Building with 10 Dwelling Units at Door No. 3A, 3B, 3C,3D, 3E & 3F, P.T.Rajan Salai, Kalinga Colony, K.K. Nagar, comprised in Survey No. 56/1 Part, 57 Part (Document) and Town Survey No. 2/16, Block No. 98 of Kodambakkam (Part – 2) Village, Chennai District.","CMDA issued Planning Permission in OL-PP/NHRB/0338/2025 in Letter No. CMDA/PP/NHRB/C/0247/2025, dated 28/08/2025. The Executive Engineer (T.P), Greater Chennai Corporation issued Building Permission in Letter No.CEBA/WDCN10/00387/2025, dated 10/09/2025.",30.04.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/5ff1a110-a758-11f0-b457-fdf25f3611fc, https://rera.tn.gov.in/public-view2/building/pfirm/97ebf280-a760-11f0-a84c-e5152b79a637",
2025,400,TNRERA/1/BLG/0400/2025 dated 27-11-2025,"M/s. Nest Zone India Private Limited, Door No.15/6, Kamarajar Nagar 4th Street, Choolaimedu , Chennai - 600  094, Chennai, Tamil Nadu-","Project Name: NEST FASCINO Registration for Stilt Floor + 1st Floor part to 5th Floor part Residential building with 93 Dwelling units (Gym & Indoor Games at 5th Floor) at Adhanur road , Varadhrajapuram , Chennai. Comprised in Old S.No.44/2A part , New S.No.44/2A2  of  Varadharajapuram  Village , Kundrathur  Taluk , Kancheepuram District.","The  Assistant  Planner , CMDA , Chennai has issued planning permission vide letter No. CMDA/PP/NHRB/C/0473/2025  dated 10.11.2025. The  President , Varadhrajapuram  Village  Panchayat has the issued building permission vide letter No. 49/2025-2026 dated 13.11.2025",31.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/5f9a09a0-c44c-11f0-a19a-49cafb567d4f, https://rera.tn.gov.in/public-view2/building/pfirm/b90c35f0-c455-11f0-a216-b36836e8a277",
2025,401,TNRERA/29/BLG/0401/2025 dated 09-12-2025,"CUBE DEVELOPERS, Plot No.96, Sri Sudhaa Villa, Nehru Street,, Alwarthirunagar, Valasaravakkam, Taluk.Maduravoyal, Chennai, Tamil Nadu-600087.","Project Name: CUBE LUXOR Registration for Stilt Floor + 4 Floors + 5th Floor Part Residential Building with 13 Dwelling Units availing Premium FSI at Plot No.1, New Door No. 12, Old Door No. 8 ( Previously No. 7), Sankarapuram 2nd Street, Sankara Nagar, Choolaimedu, Chennai, comprised in Paimash No. 512 & 513, T.S.No. 134/1 Part (Document) and T.S. No:134/1& 134/3 (Patta), Block No. 14 of Puliyur village within the limits of Greater Chennai Corporation, Chennai District.","CMDA issued Planning Permission No.OL-PP/NHRB/0134/2025 in Letter No. CMDA/PP/NHRB/C/0179/2025, Dated 16/04/2025. Greater Chennai Corporation issued Building Permission in Letter No. CEBA/WDCN09/00182/2025, Dated 05/06/2025.",30.06.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/e6a5de90-a501-11f0-99df-c93f4cc8b689, https://rera.tn.gov.in/public-view2/building/pfirm/515ba480-a50c-11f0-a0d6-1d0f19fc318e",
2025,402,TNRERA/29/BLG/0402/2025 dated 09-12-2025,"M/s. G Square Realtors Private Limited, Door No.75, Centrury Centre, TTK ROAD, ALWARPET,, Chennai - 600018, Chennai, Tamil Nadu-","Project Name: G square Pristine Icon 1 Registration for Stilt Floor + 3 Floors Residential Building with 16 Dwelling Units at Plot Nos. 61 & 62 comprised in Survey No. 309/38 & 309/39 of Achettipalli Village, Hosur  Taluk, Krishnagiri District.","The Assistant Director, T&CP, issued Planning Permission No. 95/2024 in Application No. SWP/BPA/362680/2024, Dated 26/11/2024. The President, Achettipalli Village Panchayat, issued Building Permission in Letter ROC No. 90/2024-2025, Dated 13/02/2025.",20.12.2027,"https://rera.tn.gov.in/public-view1/building/pfirm/fdf05dc0-04bc-11f0-82c1-b3ac6bf37fec, https://rera.tn.gov.in/public-view2/building/pfirm/a3920c40-04c4-11f0-b1cf-d567b21a732e",
2025,403,TNRERA/29/BLG/0403/2025 dated 09-12-2025,"M/s.Navin Housing and Properties (P) Ltd Rep by its Managing Director Mr.Viswajith Kumar, Navin’s Triumph, Nos.802 & 804, Anna salai, Nandanam, Chennai, Tamil Nadu-600 035.","Project Name: NAVIN’S MAYURA GARDENS Registration for Basement Floor + Stilt Floor + 1st Floor part to 5th Floor part Residential building with 59 Dwelling Units at comprised in Survey No. 47/1B, 47/2A2 & 47/2A3 of  Sri Devi Kuppam Road, Valasaravakkam Village, Maduravoyal Taluk, Chennai District.",CMDA issued Planning Permission No.OL-PP/NHRB/0439/2025 in Letter No.CMDA/PP/NHRB/C/0428/2025 dated 06/11/2025. Greater Chennai Corporation issued Building Permission in Letter No.CEBA/WDCN11/00485/2025 dated 21/11/2025.,31.12.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/3b13ccd0-c1e6-11f0-82d0-b957f09dc319, https://rera.tn.gov.in/public-view2/building/pfirm/4fc522c0-c1ec-11f0-8899-43307bf9f345",
2025,404,TNRERA/16/BLG/0404/2025 dated 09-12-2025,"M/s. Mitha Construction and Development rep by its Managing Partner Thiru. S.Mohan, Door No.A-2, 2nd Floor, Lasan Prime Apartment, Laws Road, Tiruchirappalli - 620 001., Tiruchirappalli, Tamil Nadu-","Project Name: MITHA RANGASTHALAM Registration for Ground Floor + 2 Floors with 15 Dwelling Units at Old Town Survey No. 1335/1 Part, New Town Survey No. 1335/18, Ward - A, Block No. 41, Thimmarayasamuthram Village, Tiruchirappalli District.","The Joint Director, T&CP, Tiruchirappalli District has issued Planning Permission No. 104/2025 in Letter ROC No. SWP/BPA/0639341/2025, dated 24/09/2025. The Assistant Commissioner, Tiruchirapalli Corporation has issued Building Permission in Letter RC No. 086/BL/2025/00475, dated 18/11/2025.",31.07.2028,"https://rera.tn.gov.in/public-view1/building/pfirm/43e8d420-cab3-11f0-a057-c3f75c2f7ba3, https://rera.tn.gov.in/public-view2/building/pfirm/a9b5ac10-cabc-11f0-a312-c1c895693981",
2025,405,TNRERA/26/BLG/0405/2025 dated 09-12-2025,"TNUHDB, NGO B COLONY  Perumalpuram, Tirunelveli - 627007, Tirunelveli, Tamil Nadu-","Project Name: Kalaignar Nagar Registration for Type A (A1, A2, A3): Ground Floor + 5 Floors with 180 Dwelling Units; Type B (B1, B2, B3, B4): Ground Floor + 5 Floors with 288 Dwelling Units Totally (468 Dwelling Units) at Survey No. 321/2, Panagudi Part - 1 Village, Panagudi Town Panchayat, Radhapuram Taluk, Tirunelveli District.","The Joint Director, T&CP, Tirunelveli District has issued Planning Permission in BP/TVL DTCP No.SWP/26/2025 in Letter ROC No. SWP/BPA/440006/2025, dated 07/03/2025. The Executive Officer, Panagudi Town Panchayat, Radhapuram Taluk, Tirunelveli District has issued Building Permission in Letter ROC No. 67/2024, dated 31/10/2025.",30.09.2030,"https://rera.tn.gov.in/public-view1/building/pfirm/c54f5910-bfc6-11f0-9e5d-17a4519d3120, https://rera.tn.gov.in/public-view2/building/pfirm/1b2491f0-bfcc-11f0-b51c-7f04819d3f98",
2025,406,TNRERA/29/BLG/0406/2025 dated 16-12-2025,"Ms SREE SAI BUILDERS rep by its Proprietrix Mrs S LATHA, Door No.NEW NO: 41/2, OLD NO:17, M.C.ROAD, OLD WASHERMENPET, Chennai, Tamil Nadu-600021.","Project Name: SREESAI BUILDERS "" HIRAN MAYI "" Registration for Developer's Share of Flat Nos. 2B, 3C, 4C, 5A, 5B, 5C, 5D, 2D (Totally 08 Flats) Stilt Floor + 5 Floors (Height – 18.30m) Residential Building with 20 Dwelling Units for Affordable Housing at Plot No.2, New Door No.38, Old Door No.6, Raman Street, Maragatham Chandrasekar Nagar (M.C. Nagar), Hasthinapuram, Chennai 600 064, Comprised in Survey No. 23/1A1A3 (Document), and Town Survey No. 23, Block No.37, Ward - F of Hasthinapuram Village, Pallavaram Taluk, Chengalpattu District.","CMDA has issued Planning Permission No. OL-PP/NHRB/0688/2024 in Letter No. CMDA/PP/NHRB/S/0493/2024, dated 23.11.2024. The Commissioner, Tambaram Corporation, Zone - 3 has issued Building Permission in Letter RC No. 009/BL/2025/03/037/00214, dated 14.03.2025.",31.12.2030,"https://rera.tn.gov.in/public-view1/building/pindividiual/930e5c70-2b41-11f0-ab0f-39da1b5ef4ba, https://rera.tn.gov.in/public-view2/building/pindividiual/28d0ce00-3fae-11f0-a0ec-9bd741203788",
